,Unnamed: 0,formatted_address,input_string,latitude,longitude,number_of_results,postcode,status
394,433,"11906 Bronco Cir, Buda, TX 78610, USA",11906 Bronco Circle in Austin (TX),30.06294,-97.704257,1,78610,OK
395,434,"3401 Webberville Rd, Austin, TX 78702, USA",3401 Webberville Rd in Austin (TX),30.2684256,-97.707213,1,78702,OK
396,435,"Cameron Rd & E Yager Ln, Texas 78653, USA",Cameron Rd And East Yager Ln in Manor (TX),30.3629108,-97.6294,1,78653,OK
397,436,"Meadow Run & Stoneoak Ln, Austin, TX 78745, USA",Meadow Run And Stoneoak Ln in Austin (TX),30.198734899999998,-97.7979121,1,78745,OK
398,437,"18208 Flat Head Dr, Manor, TX 78653, USA",18208 Flat Head Dr in Travis (TX),30.312763399999998,-97.5334611,1,78653,OK
399,438,"S Lexington St & Old Hwy 20, Manor, TX 78653, USA",Old Hwy 20 And Lexington St in Manor (TX),30.34107029999999,-97.557685,1,78653,OK
400,439,"US-183 & Techni Center Dr, Austin, TX 78721, USA",Hwy 183 And Techni Center in Austin (TX),30.276032899999997,-97.66805129999999,1,78721,OK
401,440,"Lohman Ford Rd & Post Oak Dr, Travis Hollow, TX 78645, USA",Lohman Ford Rd And Post Oak Dr in Lago Vista (TX),30.466488599999998,-97.97727330000001,1,78645,OK
402,441,"6806 Montana St, Austin, TX 78741, USA",6806 Montana St in Austin (TX),30.230533299999998,-97.6933288,1,78741,OK
403,442,"5500 Peppertree Pkwy, Austin, TX 78744, USA",5500 Peppertree Pkwy in Austin (TX),30.196299800000002,-97.75336290000001,1,78744,OK
404,443,"E 12th St & E M. Franklin Ave, Austin, TX 78721, USA",Em Franklin And 12Th Street in Austin (TX),30.2778375,-97.69423570000001,1,78721,OK
405,444,"Cherrydale Dr & Cherry Meadow Dr, Austin, TX 78745, USA",Cherry Meadows And Cherrydale Dr in Austin (TX),30.200077899999997,-97.80365400000001,1,78745,OK
406,445,"20602 Ed Acklin Rd, Manor, TX 78653, USA",20602 Ed Acklin in Travis (TX),30.277216999999997,-97.491508,1,78653,OK
407,446,"7620 Marl Ct, Austin, TX 78747, USA",7620 Marl Ct in Austin (TX),30.1619739,-97.7388906,1,78747,OK
408,447,"5325 Gooding Dr, Austin, TX 78744, USA",5325 Gooding in Austin (TX),30.176142900000002,-97.69336290000001,1,78744,OK
409,448,"Nelms Dr & Sneed Cove, Austin, TX 78744, USA",Sneed Cove And Nelms Dr in Austin (TX),30.192803100000003,-97.7642187,1,78744,OK
410,449,"11300 Doyle Overton Rd, Del Valle, TX 78617, USA",11300 Doyle Overton Rd in Austin (TX),30.080496999999998,-97.63948,1,78617,OK
411,451,"Manor, TX 78653, USA",300 East Lane Street in Manor (TX),30.340762899999994,-97.5569456,1,78653,OK
412,452,"8909 Briardale Dr, Austin, TX 78758, USA",8909 Briardale Drive in Austin (TX),30.3652582,-97.7141546,1,78758,OK
413,453,"1034 Clayton Ln, Austin, TX 78723, USA",1034 Clayton in Austin (TX),30.319794800000004,-97.7036191,1,78723,OK
414,454,"10609 Garbacz Dr, Austin, TX 78748, USA",10609 Garbacz Dr in Austin (TX),30.160225699999998,-97.8249615,1,78748,OK
415,455,"8001 S 1st St, Austin, TX 78748, USA",8001 S 1St St in Austin (TX),30.18278639999999,-97.7930601,1,78748,OK
416,456,"1423 Westmoor Dr, Austin, TX 78723, USA",1423 Westmoor Dr in Austin (TX),30.30844699999999,-97.7005387,1,78723,OK
417,457,"2206 Blue Meadow Dr, Austin, TX 78744, USA",2206 Blue Meadow Drive in Austin (TX),30.1820835,-97.7633689,1,78744,OK
418,458,"13201 Ranch Rd 620 N, Austin, TX 78717, USA",13201 Ranch Rd 620 N in Austin (TX),30.467329100000004,-97.7953503,1,78717,OK
419,459,"Hamilton Point Cir, Manor, TX 78653, USA",Hamilton Point Cir & Jaron Dr in Manor (TX),30.338375399999997,-97.54999140000001,2,78653,OK
420,460,"12931 Heyerdahl Dr, Austin, TX 78753, USA",12931 Heyerdahl in Pflugerville (TX),30.4023072,-97.6511447,1,78753,OK
421,461,"Burleson Rd & Montopolis Dr, Austin, TX 78744, USA",Montopolis Drive And Burleson Road in Austin (TX),30.2055131,-97.7165557,1,78744,OK
422,462,"20032 Moorlynch Ave, Pflugerville, TX 78660, USA",20032 Moorlynch Ave in Travis (TX),30.4712142,-97.5690548,1,78660,OK
423,463,"500 Bastrop Hwy, Austin, TX 78741, USA",500 Bastrop Highway in Austin (TX),30.236600699999997,-97.6880446,1,78741,OK
424,465,"Barton Creek Greenbelt, 3755 S Capital of Texas Hwy B, Austin, TX 78704, USA",Barton Hills Dr And Barton Greenbelt Trail in Austin (TX),30.24716699999999,-97.8126892,1,78704,OK
425,467,"4812 Eastdale Dr, Austin, TX 78723, USA",4812 Eastdale Dr in Austin (TX),30.2877216,-97.669923,1,78723,OK
426,468,"15512 Ozone Pl, Austin, TX 78728, USA",15512 Ozone Pl in Austin (TX),30.4607539,-97.687307,1,78728,OK
427,469,"2609 Howellwood Way, Austin, TX 78748, USA",2609 Howellwood in Austin (TX),30.1757811,-97.8338845,1,78748,OK
428,470,"11406 Hereford St, Manor, TX 78653, USA",11406 Hereford in Manor (TX),30.3371506,-97.56325490000002,1,78653,OK
429,471,"7510 Compass Dr, Austin, TX 78724, USA",7510 Compass Drive in Austin (TX),30.308345000000003,-97.6405979,1,78724,OK
430,472,"5807 Steven Creek Way, Austin, TX 78721, USA",5807 Steven Creek Way in Austin (TX),30.259986600000005,-97.685363,1,78721,OK
431,473,"12213 Stoney Meadow Dr, Del Valle, TX 78617, USA",12213 Stoney Meadow Dr in Travis (TX),30.1588022,-97.6370325,1,78617,OK
432,474,"13730 N FM 620, Austin, TX 78717, USA",13730 N Fm 620 in Austin (TX),30.4772338,-97.7751422,1,78717,OK
433,475,"3010 Garden Villa Ln, Austin, TX 78704, USA",3010 Garden Villa Ln in Austin (TX),30.236672600000002,-97.7691542,1,78704,OK
434,476,,2425 Ashdale #18 in Austin (TX),,,0,,REQUEST_DENIED
435,478,"1800 Celeste Cir, Austin, TX 78721, USA",1800 Celeste Cir in Austin (TX),30.2842855,-97.6811585,1,78721,OK
436,479,"Travis, TX 76570, USA",Travis (TX),31.1354588,-97.0027678,1,76570,OK
437,480,"Compass Dr, Austin, TX 78724, USA",Compass Dr in Austin (TX),30.308605199999995,-97.640549,1,78724,OK
438,481,"6505 Lynch Ln, Austin, TX 78741, USA",6505 Lynch in Austin (TX),30.237754100000004,-97.69167490000001,1,78741,OK
439,482,"11680 Research Blvd, Austin, TX 78759, USA",Us 183 And Duval in Austin (TX),30.4185614,-97.747836,1,78759,OK
440,483,"5200 E Stassney Ln, Austin, TX 78744, USA",5200 Stassney And Nuckols in Austin (TX),30.1933928,-97.7384875,1,78744,OK
441,484,"12009 Buckingham Gate Rd, Austin, TX 78748, USA",12009 Buckingham Gate Rd in Austin (TX),30.153860499999997,-97.8520742,1,78748,OK
442,485,"6801 S IH 35 Frontage Rd #1- D, Austin, TX 78744, USA",6801 S I H 35 in Austin (TX),30.1876985,-97.77086070000001,1,78744,OK
443,486,"11906 Broad Leaf Cove, Austin, TX 78750, USA",11906 Broad Leaf Cv in Austin (TX),30.4595435,-97.8211376,1,78750,OK
444,487,"5508 Prock Ln, Austin, TX 78721, USA",5508 Prock Ln in Austin (TX),30.2674522,-97.6817945,1,78721,OK
445,488,"4404 Quicksilver Blvd, Austin, TX 78744, USA",4404 Quicksilver Dr in Austin (TX),30.1743907,-97.76236180000001,1,78744,OK
446,489,"11907 Rustle Ln, Austin, TX 78750, USA",11907 Rustle in Austin (TX),30.452032,-97.808352,1,78750,OK
447,490,"1604 Darjeeling Dr, Pflugerville, TX 78660, USA",1604 Darjeeling in Pflugerville (TX),30.4238657,-97.6360155,1,78660,OK
448,491,"11900 Stonehollow Dr, Austin, TX 78758, USA",11900 Stonehollow Dr in Austin (TX),30.4010873,-97.707461,1,78758,OK
449,492,"7201 Levander Loop, Austin, TX 78702, USA",7201 Levander Loop in Austin (TX),30.2527847,-97.6904186,1,78702,OK
450,493,"1101 Brushy Creek Rd, Cedar Park, TX 78613, USA",1101 Brushy Creek Rd in Cedar Park (TX),30.504437,-97.802581,1,78613,OK
451,494,,Outside Jurisdiction,,,0,,ZERO_RESULTS
452,496,"9121 N Interstate Hwy 35, Austin, TX 78753, USA",9121 N Ih 35 in Austin (TX),30.3553322,-97.688697,1,78753,OK
453,497,"1430 Briarcliff Blvd, Austin, TX 78723, USA",1430 Briarcliff Blvd in Austin (TX),30.315498100000003,-97.6948555,1,78723,OK
454,498,"2317 S Pleasant Valley Rd, Austin, TX 78741, USA",2317 S Pleasant Valley Dr in Austin (TX),30.2293751,-97.7259097,1,78741,OK
455,499,"11602 Prairie Hen Ln, Austin, TX 78758, USA",11602 Prairie Hen in Austin (TX),30.3928679,-97.7020656,1,78758,OK
456,500,"E Oltorf St & Wickersham Ln, Austin, TX 78741, USA",Wickersham Ln And E Oltorf St in Austin (TX),30.22561129999999,-97.7243564,1,78741,OK
457,501,"7122 Wood Hollow Dr, Austin, TX 78731, USA",7122 Wood Hollow Dr in Austin (TX),30.354975099999997,-97.7523042,1,78731,OK
458,503,,Outside Jurisdiction,,,0,,ZERO_RESULTS
459,504,"11512 Travis St, Jonestown, TX 78645, USA",11512 Travis St in Jonestown (TX),30.5004951,-97.9121578,1,78645,OK
460,505,"8704 Ingrid Dr, Elgin, TX 78621, USA",8704 Ingrid Dr in Travis (TX),30.278067600000004,-97.46199150000001,1,78621,OK
461,506,"2416 Burleson Ct, Austin, TX 78741, USA",2416 Burleson Court in Austin (TX),30.2292012,-97.7349442,1,78741,OK
462,507,"7201 Levander Loop, Austin, TX 78702, USA",7201 Levander Loop in Austin (TX),30.2527847,-97.6904186,1,78702,OK
463,509,"E 46th St & Airport Blvd, Austin, TX 78751, USA",Airport/46Th St in Austin (TX),30.30484939999999,-97.71593890000001,1,78751,OK
464,510,"Krebs Ln, Austin, TX 78704, USA",Krebs Ln & Fort Mcgruder in Austin (TX),30.226536199999998,-97.7657625,8,78704,OK
465,511,"4906 Imperial Dr N, Austin, TX 78724, USA",4906 N Imperial Dr in Austin (TX),30.267665,-97.625006,1,78724,OK
466,512,"1304 S Webberwood Way, Webberville, TX 78621, USA",1304 South Webberwood Way in Travis (TX),30.2230934,-97.48880759999999,1,78621,OK
467,513,"11420 Rock Rose Ave, Austin, TX 78758, USA",11420 Rock Rose Ave in Austin (TX),30.400830300000003,-97.7231611,1,78758,OK
468,514,"Dee Gabriel Collins Rd, Austin, TX 78744, USA",Dg Collins in Austin (TX),30.1756102,-97.7061716,1,78744,OK
469,515,"1071 Clayton Ln, Austin, TX 78723, USA",1071 Clayton Ln in Austin (TX),30.318796600000002,-97.7034652,1,78723,OK
470,516,"W 23rd St & San Gabriel St, Austin, TX 78705, USA",W. 23Rd St And San Gabriel St in Austin (TX),30.2871751,-97.747932,1,78705,OK
471,518,"7213 Inspiration Dr, Austin, TX 78724, USA",7213 Inspiration Dr. in Austin (TX),30.3102383,-97.65326390000001,1,78724,OK
472,519,"2223 Waterloo City Ln, Austin, TX 78741, USA",Bell Spring And West Lake Shore in Austin (TX),30.241981199999998,-97.7235403,1,78741,OK
473,520,"Weiss Ln, Irving, TX 75039, USA",Weiss Ln & Jesse Bohls Rd in Pflugerville (TX),32.8626554,-96.9266721,10,75039,OK
474,521,"2404 Dovehill Dr, Austin, TX 78744, USA",2404 Dovehill Dr in Austin (TX),30.190476,-97.7548485,1,78744,OK
475,523,"2504 Huntwick Dr, Austin, TX 78741, USA",2504 Huntwick Dr in Austin (TX),30.223965999999997,-97.7276247,1,78741,OK
476,524,"21st St & Delmar Ave, Granite City, IL 62040, USA",Delmar Ave & Duval St in Austin (TX),38.703511,-90.14832,1,62040,OK
477,525,,Outside Jurisdiction,,,0,,ZERO_RESULTS
478,526,"Harris Branch Pkwy & Giles Ln, Austin, TX 78754, USA",Giles And Harris Branch in Austin (TX),30.3452344,-97.6135254,1,78754,OK
479,527,"73 San Marcos St, Austin, TX 78702, USA",73 San Marcos St in Austin (TX),30.2579923,-97.7350561,1,78702,OK
480,529,"Steeds Crossing, Texas 78660, USA",Steed'S Crossing in Austin (TX),30.4920604,-97.5774929,1,78660,OK
481,530,"907 W Slaughter Ln, Austin, TX 78748, USA",907 W Slaughter Ln in Austin (TX),30.1587351,-97.8082444,2,78748,OK
482,531,"7706 Northcross Dr, Austin, TX 78757, USA",7706 Northcross Blvd in Austin (TX),30.354013000000002,-97.7360291,1,78757,OK
483,532,"6119 Atwood St, Austin, TX 78741, USA",6119 Atwood St in Austin (TX),30.239033000000003,-97.6965943,1,78741,OK
484,533,"FM973 & Pearce Ln, Texas 78617, USA",Pearce Ln And Hwy 973 in Austin (TX),30.180580199999998,-97.6466179,1,78617,OK
485,534,"14013 Golden Flax Trail, Pflugerville, TX 78660, USA",14013 Golden Flax in Travis (TX),30.422118800000003,-97.6581807,1,78660,OK
486,535,"10719 Doyle Overton Rd, Del Valle, TX 78617, USA",10719 Doyle Overton Rd in Del Valle (TX),30.090430800000004,-97.6271387,1,78617,OK
487,536,"1503 Demaret St, Pflugerville, TX 78660, USA",1503 Demaret St in Pflugerville (TX),30.4469445,-97.66203809999999,1,78660,OK
488,537,"S Pleasant Valley Rd & E Riverside Dr, Austin, TX 78741, USA",Riverside And Pleasant Valley in Austin (TX),30.234143,-97.7228689,2,78741,OK
489,538,"Lago Vista, TX 78645, USA",Lago Vista (TX),30.460197499999996,-97.9883477,1,78645,OK
490,539,"2315 Dovehill Dr, Austin, TX 78744, USA",2315 Dovehill in Austin (TX),30.190649800000003,-97.7556974,1,78744,OK
491,540,"Bluff Springs Rd & Chateau Village Way, Austin, TX 78744, USA",Bluff Springs And Chateau Villalge Way in Austin (TX),30.173461100000004,-97.7688124,1,78744,OK
492,541,"5800 Techni Center Dr, Austin, TX 78721, USA",5800 Techni Center Dr in Austin (TX),30.2797067,-97.66995190000002,1,78721,OK
493,543,"4705 Bayside Dr, Austin, TX 78744, USA",4705 Bayside in Austin (TX),30.2004137,-97.74063050000001,1,78744,OK
494,544,"West Ave & W 30th St, Austin, TX 78705, USA",W 30Th/ West Ave in Austin (TX),30.2980878,-97.7449545,1,78705,OK
495,545,"279A, 8220 TX-71, Austin, TX 78735, USA",8220 Sh 71 in Travis (TX),30.2475924,-97.8863259,1,78735,OK
496,546,"Valley Hill Cir & Burton Dr, Austin, TX 78741, USA",Valley Hill Cir And Burton in Austin (TX),30.2345025,-97.7306567,1,78741,OK
497,547,"Travis, TX 76570, USA",Travis (TX),31.1354588,-97.0027678,1,76570,OK
498,548,"18343 Basket Flower Bend, Elgin, TX 78621, USA",18343 Basket Flower Bend in Travis (TX),30.3495582,-97.4281433,1,78621,OK
499,549,"2206 Blue Meadow Dr, Austin, TX 78744, USA",2206 Blue Meadow Dr in Austin (TX),30.1820835,-97.7633689,1,78744,OK
500,550,,Outside Jurisdiction,,,0,,ZERO_RESULTS
501,551,"9402 Crownspoint Cir, Austin, TX 78748, USA",9402 Crownspoint in Austin (TX),30.1822917,-97.8291679,1,78748,OK
502,552,"2451 S Capital of Texas Hwy, Austin, TX 78746, USA",2451 S Captial Texas Hwy in Austin (TX),30.263486999999998,-97.8157147,1,78746,OK
503,553,"Woodrow Ave & Houston St, Austin, TX 78756, USA",Woodrow Ave And Houston Ave in Austin (TX),30.3263288,-97.734465,1,78756,OK
504,554,"1525 Grand Ave Pkwy, Pflugerville, TX 78660, USA",1525 Grand Avenue Pkwy in Pflugerville (TX),30.455721899999997,-97.6571378,1,78660,OK
505,555,"12416 Coronet St, Austin, TX 78727, USA",12416 Coronet in Austin (TX),30.4230652,-97.7187787,1,78727,OK
506,556,"Canoga Ave & Decker Ln, Texas 78724, USA",Canoga And Decker in Austin (TX),30.283513399999997,-97.6329183,1,78724,OK
507,557,"8221 N Interstate Hwy 35, Austin, TX 78753, USA",8221 N Interstate Hwy 35 in Austin (TX),30.344540000000002,-97.695882,1,78753,OK
508,558,"Redd St, Richmond, VA 23223, USA",Redd St & Jinx Ave in Austin (TX),37.5464015,-77.41917430000001,10,23223,OK
509,559,"8800 N Interstate Hwy 35, Austin, TX 78753, USA",8800 N Ih 35 in Austin (TX),30.35222559999999,-97.6941086,1,78753,OK
510,560,"Schriber Rd, Texas 78610, USA",Schriber Rd in Travis (TX),30.0746718,-97.674329,1,78610,OK
511,561,"7100 Bluff Springs Rd, Austin, TX 78744, USA",7100 Bluff Springs Road in Austin (TX),30.1839288,-97.77087370000001,1,78744,OK
512,562,"9000 Cattle Chute Crossing, Austin, TX 78717, USA",9000 Cattle Shute Xing in Austin (TX),30.491498999999997,-97.7525564,1,78717,OK
513,563,"1802 Crazyhorse Pass, Austin, TX 78734, USA",1802 Crazy Horse in Travis (TX),30.3752528,-97.931899,1,78734,OK
514,564,"4434 Frontier Trail, Austin, TX 78745, USA",4434 Frontier Trl in Austin (TX),30.231440000000003,-97.795757,1,78745,OK
515,565,"10900 Research Blvd, Austin, TX 78759, USA",Braker Ln And Hwy 183 in Austin (TX),30.401952,-97.746882,1,78759,OK
516,566,"Sheraton Ave, Austin, TX 78745, USA",Sheraton Ave & Old Castle Rd in Austin (TX),30.2134113,-97.76440059999999,10,78745,OK
517,567,"5717 Jfk Dr, Austin, TX 78724, USA",5717 Jfk Rd in Travis (TX),30.255074699999998,-97.5731884,1,78724,OK
518,568,"4521 West Gate Blvd, Austin, TX 78745, USA",Westgate/S Lamar In A  Parking Lot in Austin (TX),30.231672999999997,-97.800064,1,78745,OK
519,569,"104 Cross Creek, Lakeway, TX 78734, USA",104 Cross Creek in Travis (TX),30.362209000000004,-97.9798948,1,78734,OK
520,570,"7209 Barnsdale Way, Austin, TX 78745, USA",7209 Barnsdale in Austin (TX),30.192199199999997,-97.79301770000001,1,78745,OK
521,571,"808 Woodrow Wilson Ray Cir, Bridgeport, TX 76426, USA",Bridgeport Dr & Fairfield Dr in Austin (TX),33.2213409,-97.7593693,1,76426,OK
522,572,,Outside Jurisdiction,,,0,,ZERO_RESULTS
523,573,"18536 Blue Pond Dr, Pflugerville, TX 78660, USA",18536 Blue Pond Dr in Pflugerville (TX),30.449846100000002,-97.5656254,1,78660,OK
524,574,"Lightsey Rd & S 1st St, Austin, TX 78704, USA",S 1St / Lightsey in Austin (TX),30.2324512,-97.7657376,1,78704,OK
525,575,"10108 Oak Hollow Dr, Austin, TX 78758, USA",10108 Oak Hollow Dr in Austin (TX),30.377347399999998,-97.7072403,1,78758,OK
526,576,"501 Sweet Leaf Ln, Pflugerville, TX 78660, USA",501 Sweet Leaf in Pflugerville (TX),30.4227271,-97.6308143,1,78660,OK
527,577,"7001 Craybrough Cir, Austin, TX 78724, USA",7001 Craybrough in Austin (TX),30.302905300000003,-97.6461861,1,78724,OK
528,578,"8814 Tallwood Dr, Austin, TX 78759, USA",8814 Tallwood Dr in Austin (TX),30.37813689999999,-97.7423526,1,78759,OK
529,579,"Cheyenne Valley Dr & N Heatherwilde Blvd, Pflugerville, TX 78660, USA",Cheyenne Valley Dr And N Heatherwilde Blvd in Travis (TX),30.48919889999999,-97.61024420000001,1,78660,OK
530,581,"7247 Cameron Rd, Austin, TX 78752, USA",7247 Cameron Rd in Austin (TX),30.3275477,-97.69095390000001,1,78752,OK
531,582,"2301 Polaris Ave, Austin, TX 78757, USA",2301 Polaris St in Austin (TX),30.368721,-97.726758,1,78757,OK
532,583,"21506 Ann Showers Dr, Elgin, TX 78621, USA",21506 Ann Showers in Travis (TX),30.278975,-97.477453,1,78621,OK
533,584,"E Martin Luther King Jr Blvd & Airport Blvd, Austin, TX 78702, USA",Airport Blvd And Mlk Blvd in Austin (TX),30.2825403,-97.7039869,1,78702,OK
534,585,"Summer Cir & Faro Dr, Austin, TX 78741, USA",Summer Cir And Faro Dr in Austin (TX),30.231322499999997,-97.7124333,1,78741,OK
535,586,"16622 Wells Rd, Manor, TX 78653, USA",16622 Wells Rd in Travis (TX),30.408510999999997,-97.425707,1,78653,OK
536,587,,Outside Jurisdiction,,,0,,ZERO_RESULTS
537,588,"1604 Ranch Rd 620 S, Lakeway, TX 78734, USA",1604 Ranch Road 620 South in Austin (TX),30.3462137,-97.9652157,1,78734,OK
538,589,"4106 N Lamar Blvd, Austin, TX 78756, USA",4106 N Lamar Blvd in Austin (TX),30.3094768,-97.74071540000001,1,78756,OK
539,590,"5708 W Parmer Ln, Austin, TX 78727, USA",5708 West Parmer Lane in Travis (TX),30.439205600000005,-97.73589890000001,1,78727,OK
540,591,"Manassas Dr & Roehampton Dr, Austin, TX 78745, USA",Manassas Dr And Roehampton Dr in Austin (TX),30.1969868,-97.8165317,1,78745,OK
541,592,"2319 Montague St, Austin, TX 78741, USA",2319 Montague in Austin (TX),30.2190695,-97.6984118,1,78741,OK
542,593,"6001 Cougar Dr, Austin, TX 78745, USA",6001 Cougar Dr in Austin (TX),30.206398800000002,-97.7863079,1,78745,OK
543,594,"Castle Ridge Rd, Austin, TX 78746, USA",Castle Ridge in Austin (TX),30.2928262,-97.835646,1,78746,OK
544,595,"6502 S 1st St, Austin, TX 78745, USA",6502 S 1St St in Austin (TX),30.1993027,-97.7869661,1,78745,OK
545,597,"7115 Dee Gabriel Collins Rd, Austin, TX 78744, USA",7115 Dee Gabriel Collins Rd in Austin (TX),30.173076300000005,-97.7209559,1,78744,OK
546,598,"Del Curto Rd, Austin, TX 78704, USA",Del Curto Rd in Austin (TX),30.243941200000002,-97.77688990000001,1,78704,OK
547,599,"8220 Research Blvd, Austin, TX 78758, USA",8220 Research Blvd in Austin (TX),30.3545076,-97.71556329999999,1,78758,OK
548,600,"11900 Jollyville Rd, Austin, TX 78759, USA",Us 183 And Jollyville Rd in Austin (TX),30.423614500000003,-97.7573133,2,78759,OK
549,601,,Outside Jurisdiction,,,0,,ZERO_RESULTS
550,602,"1931 E Ben White Blvd, Austin, TX 78741, USA",1931 E Ben White in Austin (TX),30.215415999999998,-97.7449381,1,78741,OK
551,603,"Izetta Ln, Texas 78744, USA",Izetta Ln & Bonneville Bend in Austin (TX),30.17693539999999,-97.6968571,1,78744,OK
552,604,"6405 S IH 35 Frontage Rd, Austin, TX 78744, USA",6405 S Ih 35 in Austin (TX),30.191423800000003,-97.7671351,1,78744,OK
553,605,"7201 Levander Loop, Austin, TX 78702, USA",7201 Levander Loop in Austin (TX),30.2527847,-97.6904186,1,78702,OK
554,606,"6900 Colt Ct, Buda, TX 78610, USA",6900 Colt Ct in Mustang Ridge (TX),30.0596776,-97.7200939,1,78610,OK
555,607,"W Parmer Ln & Metric Blvd, Austin, TX 78758, USA",W Parmer Ln And Metric Blvd in Austin (TX),30.4132017,-97.6906787,1,78758,OK
556,608,"15877 Long Vista Dr, Austin, TX 78728, USA",15877 Long Vista Drive in Austin (TX),30.4601804,-97.6746502,1,78728,OK
557,609,"Bluff Bend Dr & Newport Ave, Austin, TX 78753, USA",Newport And Bluff Bend in Austin (TX),30.365377600000002,-97.67821020000001,1,78753,OK
558,610,"9505 Aberdeen Way, Austin, TX 78753, USA",9505 Aberdeen in Austin (TX),30.353934999999996,-97.67768170000001,1,78753,OK
559,611,"4704 Louis Ave, Austin, TX 78721, USA",4704 Louis Ave. in Austin (TX),30.27627739999999,-97.68729640000001,1,78721,OK
560,612,"10206 N Interstate 35 Frontage Rd, Austin, TX 78753, USA",10206 North Interstate 35 Frontage Road in Austin (TX),30.3665875,-97.6833511,1,78753,OK
561,613,"4604 Knottingwood Ct, Austin, TX 78744, USA",4604 Knottingwood in Austin (TX),30.1720701,-97.7612113,1,78744,OK
562,614,"5808 Wilcab Rd, Austin, TX 78721, USA",5808 Wilcab Rd in Austin (TX),30.2740733,-97.6760175,1,78721,OK
563,615,"15204 Sweet Caddie's Dr, Pflugerville, TX 78660, USA",15204 Sweet Caddies Dr in Travis (TX),30.441050300000004,-97.6565276,1,78660,OK
564,616,"12609 Lexington St, Manor, TX 78653, USA",12609 Lexington Street in Manor (TX),30.3496619,-97.5555724,1,78653,OK
565,617,"5200 Bolm Rd, Austin, TX 78721, USA",5200 Bolm Rd in Austin (TX),30.25998,-97.6904238,1,78721,OK
566,618,"Travis, TX 76570, USA",Travis (TX),31.1354588,-97.0027678,1,76570,OK
567,619,"4606 Clawson Rd, Austin, TX 78745, USA",4606 Clawson Rd in Austin (TX),30.222537100000004,-97.7869024,1,78745,OK
568,620,"McNeil Dr & Howard Ln, Texas 78729, USA",Howard Ln And Mcniel Rd in Austin (TX),30.448980699999996,-97.7256104,1,78729,OK
569,621,"E 12th St & N Pleasant Valley Rd, Austin, TX 78702, USA",Pleasant Valley And 12St in Austin (TX),30.274399199999998,-97.7159948,1,78702,OK
570,622,"13304 Thome Valley Dr, Del Valle, TX 78617, USA",13304 Thome Valley in Travis (TX),30.173399699999997,-97.6134338,1,78617,OK
571,623,"6908 Branchwood Dr, Austin, TX 78744, USA",6908 Branchwood Dr in Austin (TX),30.180544399999995,-97.7598573,1,78744,OK
572,624,"1201 Payton Gin Rd, Austin, TX 78758, USA",1201 Payton Gin in Austin (TX),30.3602094,-97.7083219,1,78758,OK
573,625,"1156 W Cesar Chavez St, Austin, TX 78703, USA",1156 W Cesar Chavez St in Austin (TX),30.269764000000002,-97.75911440000002,1,78703,OK
574,626,"Kemp St & Atwood St, Austin, TX 78741, USA",Atwood And Kemp in Austin (TX),30.23895389999999,-97.6960465,1,78741,OK
575,627,"Berkman Dr & E 51st St, Austin, TX 78723, USA",51St And Berkman Dr in Austin (TX),30.30389749999999,-97.6990269,1,78723,OK
576,628,"5310 Burnet Rd, Austin, TX 78756, USA",5310 Burnet Rd in Austin (TX),30.3267373,-97.7405947,1,78756,OK
577,629,"1701 Red River St, Austin, TX 78701, USA",8412 Garcreek C in Austin (TX),30.276897499999997,-97.7321857,1,78701,OK
578,630,"1809 Tolstoy Cir, Round Rock, TX 78664, USA",1809 Tolstoy Cir in Travis (TX),30.4716079,-97.6548746,1,78664,OK
579,631,"5801 Signal Point, Austin, TX 78724, USA",5801 Signal Point Blvd in Austin (TX),30.2892848,-97.644565,1,78724,OK
580,632,"8405 Old Bee Cave Rd, Austin, TX 78735, USA",8405 Old Bee Caves Road in Austin (TX),30.250487100000004,-97.88744759999999,1,78735,OK
581,633,"9705 Criswell, Austin, TX 78754, USA",9705 Criswell in Travis (TX),30.3507342,-97.659276,1,78754,OK
582,634,"10701 S 1st St, Austin, TX 78748, USA",10701 S. 1St Street in Austin (TX),30.1489844,-97.8018547,1,78748,OK
583,635,"5712 Emerald Forest Dr, Austin, TX 78745, USA",5712 Emerald Forest in Austin (TX),30.2092669,-97.78855860000002,1,78745,OK
584,636,"701 Woodward St, Austin, TX 78704, USA",701 Woodward St in Austin (TX),30.225407899999997,-97.7521125,1,78704,OK
585,637,"7112 Hillcroft Dr, Austin, TX 78724, USA",7112 Hillcroft Dr in Austin (TX),30.303869399999996,-97.64118540000001,1,78724,OK
586,638,"Lyons Rd & Tillery St, Austin, TX 78702, USA",Lyons Rd/Tillery St in Austin (TX),30.2624782,-97.70385360000002,1,78702,OK
587,640,"E Rundberg Ln & Dessau Rd, Austin, TX 78754, USA",Dessau Rd/E Rundberg Ln in Austin (TX),30.350849699999998,-97.67602140000001,1,78754,OK
588,641,"2101 E St Elmo Rd, Austin, TX 78744, USA",2101 E. St Elmo in Austin (TX),30.2092689,-97.7466361,1,78744,OK
589,643,"2400 S Lakeshore Blvd, Austin, TX 78741, USA",2400 S Lakeshore Blvd in Austin (TX),30.2432412,-97.7192298,1,78741,OK
590,644,"E 12th St & Chicon St, Austin, TX 78702, USA",E12Th And Chicon in Austin (TX),30.2737572,-97.719895,1,78702,OK
